,LC_name,Autocor_length,Beyond1Std,CAR_sigma,CAR_mean,CAR_tau,Con,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK_AC
24,exampledata_22.ascii,104.0,0.42379958246346555,10.0,117667.396285929,0.5,0.0,0.47938367113108665,17108.000043201,58833.6981429645,1.6047027691834898e-06,0.08065299999725539,0.20041753653444677,0.9666666666666667,3.021856308477856e-06,0.16091649999725632,0.43256481724319473,-0.15055110239235994,1.0,-1.1748802688106594,0.09441059833132068,1.0
25,exampledata_67.ascii,124.0,0.40669014084507044,10.0,117667.37654053874,0.5,0.0,0.3091840185499572,inf,58833.68827026937,1.5922563580803754e-06,0.08102999999755411,0.198943661971831,0.9666666666666667,2.7575272837000535e-06,0.16177825000340817,0.4331015083644875,0.0019033789203825476,0.0,-1.1927525270496837,0.09367831421765521,0.0
26,exampledata_2.ascii,125.0,0.42105263157894735,10.0,117667.37648286665,0.5,0.0,-1.9781597749744733,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
27,exampledata_43.ascii,125.0,0.4087719298245614,10.0,117667.37648286665,0.5,0.0,0.3429574774311784,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
28,exampledata_6.ascii,125.0,0.42280701754385963,10.0,117667.37648286665,0.5,0.0,1.3073511796677935,62691.999935070606,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
29,exampledata_47.ascii,125.0,0.4105263157894737,10.0,117667.37648286665,0.5,0.0,-0.08720963381081481,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
30,exampledata_26.ascii,125.0,0.42280701754385963,10.0,117667.37648286665,0.5,0.0,-0.41948198287612626,8259.999997942585,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,1.0,-1.1972733490992156,0.09375096786956927,1.0
31,exampledata_63.ascii,124.0,0.4166666666666667,10.0,117667.37644344682,0.5,0.0,-0.6210225329246478,inf,58833.68822172341,1.6017389478830983e-06,0.08215850000124192,0.18971631205673758,0.9666666666666667,2.758054166055268e-06,0.16402699999889592,0.43506590021697594,0.0020456101833838634,0.0,-1.2154474440021228,0.09423620987234549,0.0
32,exampledata_19.ascii,125.0,0.42280701754385963,10.0,117667.37648286665,0.5,0.0,-0.23430408170621242,39694.99995867839,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,1.0,-1.1972733490992156,0.09375096786956927,1.0
33,exampledata_24.ascii,125.0,0.4192982456140351,10.0,117667.37648286665,0.5,0.0,0.15456871176568937,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
34,exampledata_61.ascii,95.0,0.42316258351893093,10.0,117667.4127492294,0.5,0.0,-0.08690229176673231,inf,58833.7063746147,1.530132313985345e-06,0.07220999999844935,0.21380846325167038,0.9666666666666667,3.0989206191852665e-06,0.14490800000203308,0.42714487779005017,-0.20878081950506233,2.0,-1.0586512175756835,0.09002335527532354,0.9426435213147127
35,exampledata_45.ascii,125.0,0.4052631578947368,10.0,117667.37648286665,0.5,0.0,-0.29250879814245034,222645.9997731166,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
36,exampledata_4.ascii,124.0,0.4235500878734622,10.0,117667.37665682251,0.5,0.0,-0.38850751011992257,inf,58833.688328411255,1.5945002959804945e-06,0.08148899999650894,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16262199999619043,0.4333695387154132,-0.0010326893012243819,0.0,-1.1988122591028614,0.09381033345327591,0.0
37,exampledata_8.ascii,125.0,0.4070175438596491,10.0,117667.37648286665,0.5,0.0,1.0356135333246757,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
38,exampledata_31.ascii,125.0,0.4165202108963093,10.0,117667.37649675572,0.5,0.0,-0.16020002364864747,inf,58833.68824837786,1.5948884090403988e-06,0.08148899999650894,0.1968365553602812,0.9666666666666667,2.7532525085992187e-06,0.16262199999619043,0.43369129559839226,0.0012677828366437678,1.0,-1.2004417400812561,0.09383316744843417,1.0
39,exampledata_49.ascii,125.0,0.4105263157894737,10.0,117667.37648286665,0.5,0.0,-0.15444081846085259,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
40,exampledata_28.ascii,125.0,0.4077328646748682,10.0,117667.37649873112,0.5,0.0,1.1517218548355137,123207.00031525361,58833.68824936556,1.59488765044581e-06,0.08148899999650894,0.1968365553602812,0.9666666666666667,2.7532525085992187e-06,0.16262199999619043,0.4336862295737431,0.0012362709031073986,0.0,-1.2004383434717503,0.0938331228190919,0.0
41,exampledata_50.ascii,125.0,0.40350877192982454,10.0,117667.37648286665,0.5,0.0,-0.35948883844911533,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
42,exampledata_15.ascii,124.0,0.4147627416520211,10.0,117667.37606738841,0.5,0.0,0.48891121489463124,inf,58833.688033694205,1.5926614326012306e-06,0.08113999999477528,0.19859402460456943,0.9666666666666667,2.7623629619212803e-06,0.16205999999510823,0.4332243817276114,0.0046189765934020344,0.0,-1.1947599872975814,0.0937021458689573,0.0
43,exampledata_52.ascii,123.0,0.4142857142857143,10.0,117667.37836535,0.5,0.0,0.42327843623572803,163667.99982553333,58833.689182675,1.5944371432579771e-06,0.08131100000173319,0.19642857142857142,0.9666666666666667,2.77737127625151e-06,0.16234225000516744,0.4338163312783064,-0.007941306757414706,0.0,-1.2001475885472892,0.09380661930775208,0.0
44,exampledata_17.ascii,124.0,0.4119718309859155,10.0,117667.37686890845,0.5,0.0,0.6400022729604623,inf,58833.68843445423,1.5939615973149711e-06,0.08131099999809521,0.19718309859154928,0.9666666666666667,2.7575272837000535e-06,0.16234200000326382,0.43351542224993334,-0.0009575372229321594,0.0,-1.1978596594423097,0.093778639992914,0.0
45,exampledata_33.ascii,125.0,0.41228070175438597,10.0,117667.37648286665,0.5,0.0,-0.023588554373145082,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,1.0
46,exampledata_37.ascii,124.0,0.4112478031634446,10.0,117667.37599719859,0.5,0.0,0.7848851228619717,inf,58833.68799859929,1.5918437408371023e-06,0.08113999999477528,0.19859402460456943,0.9666666666666667,2.7623629619212803e-06,0.16205999999510823,0.4332592250660311,0.003633085663100407,0.0,-1.1949443880045996,0.09365403799093323,0.0
47,exampledata_56.ascii,125.0,0.4112478031634446,10.0,117667.37637095255,0.5,0.0,-0.4919744273946126,inf,58833.688185476276,1.5947292438204506e-06,0.08147400000598282,0.1968365553602812,0.9666666666666667,2.7623629619212803e-06,0.16262199999619043,0.43347292791176534,0.0032106599857069065,0.0,-1.1997344217311878,0.09382380307119276,0.0
48,exampledata_13.ascii,124.0,0.4204946996466431,10.0,117667.37737902826,0.5,0.0,-0.48747898766494485,inf,58833.68868951413,1.5955477518763847e-06,0.0816000000013446,0.1978798586572438,0.9666666666666667,2.767725469044877e-06,0.1629079999984242,0.4334502381694376,-0.00834701705795084,0.0,-1.198586968463332,0.09387195972314935,0.0
49,exampledata_69.ascii,124.0,0.40492957746478875,10.0,117667.37664729576,0.5,0.0,-0.36017654359470136,inf,58833.68832364788,1.5951688460374775e-06,0.08158800000092015,0.19718309859154928,0.9666666666666667,2.7575272837000535e-06,0.1629027499948279,0.43339090033102257,-0.0001920779368542264,0.0,-1.1993875288507732,0.09384966671136201,0.0
50,exampledata_54.ascii,125.0,0.4105263157894737,10.0,117667.37648286665,0.5,0.0,-0.031857555859088074,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
51,exampledata_11.ascii,123.0,0.415929203539823,10.0,117667.37841378052,0.5,0.0,0.01225206134634421,162482.99983304023,58833.68920689026,1.590744729947233e-06,0.0805640000035055,0.2,0.9666666666666667,2.7725951144534517e-06,0.1609150000003865,0.43275551136221346,-0.014717839287231794,1.0,-1.1866230557243411,0.09358938104921408,1.0
52,exampledata_70.ascii,124.0,0.4077328646748682,10.0,117667.37704584886,0.5,0.0,-0.0152015504526277,inf,58833.68852292443,1.5907949938622836e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4333414990988283,0.00128670477185674,0.0,-1.1970146509771045,0.09359233717272107,0.0
53,exampledata_35.ascii,125.0,0.4052631578947368,10.0,117667.37648286665,0.5,0.0,0.06113332545151241,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
54,exampledata_16.ascii,124.0,0.4154929577464789,10.0,117667.37735664083,0.5,0.0,1.4638099492163226,54649.99994204103,58833.68867832042,1.591325453228762e-06,0.08102950000102283,0.198943661971831,0.9666666666666667,2.758054166055268e-06,0.1617790000018431,0.43312981886192364,-0.004108244007689721,0.0,-1.1924605107260384,0.09362354630114812,0.0
55,exampledata_53.ascii,124.0,0.4112478031634446,10.0,117667.37681088578,0.5,0.0,-0.2744028202944921,inf,58833.68840544289,1.593501616376097e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.43323090962250915,-0.002021261020818068,0.0,-1.1958643202232584,0.09375157757144088,0.0
56,exampledata_32.ascii,125.0,0.42105263157894735,10.0,117667.37648286665,0.5,0.0,1.1214585931923182,inf,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
57,exampledata_48.ascii,124.0,0.40421792618629176,10.0,117667.37632486116,0.5,0.0,-0.25382563883447007,130125.99986989252,58833.68816243058,1.5945686531939446e-06,0.08147400000598282,0.19859402460456943,0.9666666666666667,2.7623629619212803e-06,0.16262199999619043,0.43339354165836047,0.003823580645336117,0.0,-1.1990697256859806,0.09381435489559946,0.0
58,exampledata_9.ascii,124.0,0.4109347442680776,10.0,117667.37755794356,0.5,0.0,-0.11739281100482078,inf,58833.68877897178,1.592702131507559e-06,0.08092800000304123,0.19929453262786595,0.9666666666666667,2.762855823588875e-06,0.16148949999478646,0.4329806574413773,-0.008850403684472033,0.0,-1.1916423954159434,0.09370454152272072,1.0
59,exampledata_30.ascii,125.0,0.42280701754385963,10.0,117667.37648286665,0.5,0.0,-0.3166560759662548,5750.624998760214,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,1.0,-1.1972733490992156,0.09375096786956927,1.0
60,exampledata_14.ascii,124.0,0.4182776801405975,10.0,117667.37688034447,0.5,0.0,-1.0117824344586845,236007.9997572502,58833.688440172235,1.5928505402474623e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4332230219650395,-0.001778795232460149,0.0,-1.1949171889075032,0.09371327241667922,0.0
61,exampledata_51.ascii,124.0,0.4077328646748682,10.0,117667.3769318805,0.5,0.0,-0.4006823669798784,inf,58833.68846594025,1.5922866835930805e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4332391433987087,-0.0012363303390017812,0.0,-1.1947215633995512,0.09368009869098047,0.0
62,exampledata_29.ascii,124.0,0.4144620811287478,10.0,117667.37757591886,0.5,0.0,-0.19420942812921493,inf,58833.68878795943,1.5925325032180983e-06,0.08092800000304123,0.19929453262786595,0.9666666666666667,2.762855823588875e-06,0.16148949999478646,0.432978729148298,-0.008785388765886613,1.0,-1.191397142618365,0.0936945616790436,1.0
63,exampledata_10.ascii,45.0,0.4223300970873786,10.0,117667.37552940777,0.5,0.0,-0.3324045338247155,1360.5370369851669,58833.687764703885,1.5840333126000162e-06,0.08425950000309967,0.2087378640776699,0.9666666666666667,2.7532185145521475e-06,0.16754950000176905,0.42911147831198737,-0.010249909971720478,1.0,-1.1365437336219446,0.09319452132239894,1.0
64,exampledata_55.ascii,124.0,0.40597539543058,10.0,117667.37688034447,0.5,0.0,-0.0003189412628760033,inf,58833.688440172235,1.5928505402474623e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4332230219650395,-0.001778795232460149,1.0,-1.1949171889075032,0.09371327241667922,1.0
65,exampledata_68.ascii,124.0,0.40492957746478875,10.0,117667.37758863733,0.5,0.0,0.26507552270842666,215542.99977686472,58833.68879431867,1.5883911149847735e-06,0.08102950000102283,0.198943661971831,0.9666666666666667,2.758054166055268e-06,0.1617790000018431,0.4333093295443291,0.00046457110635057705,0.0,-1.1959308123228702,0.093450908542675,0.0
66,exampledata_34.ascii,125.0,0.4070175438596491,10.0,117667.37648286665,0.5,0.0,0.7809170027007085,22948.923072134774,58833.68824143332,1.5934912576761697e-06,0.08131099999809521,0.19824561403508772,0.9666666666666667,2.7575272837000535e-06,0.1623407499937457,0.43334705836919707,0.001490981310478565,0.0,-1.1972733490992156,0.09375096786956927,0.0
67,exampledata_36.ascii,124.0,0.40316901408450706,10.0,117667.37674719014,0.5,0.0,-0.16686766353643306,inf,58833.68837359507,1.5956431730125147e-06,0.08159549999982119,0.19718309859154928,0.9666666666666667,2.758054166055268e-06,0.1629027499948279,0.4335807897346408,-0.0022067041162579415,0.0,-1.2010252083200963,0.09387757319647273,0.0
68,exampledata_12.ascii,124.0,0.39718804920913886,10.0,117667.37688034447,0.5,0.0,0.5767459260591364,inf,58833.688440172235,1.5928505402474623e-06,0.08113299999968149,0.19859402460456943,0.9666666666666667,2.7532525085992187e-06,0.16205900000204565,0.4332230219650395,-0.001778795232460149,1.0,-1.1949171889075032,0.09371327241667922,1.0
69,exampledata_57.ascii,125.0,0.4147627416520211,10.0,117667.37650073814,0.5,0.0,-0.5412321315836143,inf,58833.68825036907,1.5948867765441906e-06,0.08148899999650894,0.1968365553602812,0.9666666666666667,2.7532525085992187e-06,0.16262199999619043,0.43368111046266433,0.0012042731936278564,0.0,-1.2004344232098645,0.09383307140583695,0.0
